8H convergence - 4x4x4 mesh under self-weight

      64   0   0   0    0.750000    0.500000    0.500000

      65   0   0   0    1.000000    0.500000    0.500000

      66   0   0   0    0.000000    0.750000    0.500000

      67   0   0   0    0.250000    0.750000    0.500000

      68   0   0   0    0.500000    0.750000    0.500000

      69   0   0   0    0.750000    0.750000    0.500000

      70   0   0   0    1.000000    0.750000    0.500000

      71   0   0   0    0.000000    1.000000    0.500000

      72   0   0   0    0.250000    1.000000    0.500000

      73   0   0   0    0.500000    1.000000    0.500000

      74   0   0   0    0.750000    1.000000    0.500000

      75   0   0   0    1.000000    1.000000    0.500000

      76   0   0   0    0.000000    0.000000    0.750000

      77   0   0   0    0.250000    0.000000    0.750000

      78   0   0   0    0.500000    0.000000    0.750000

      79   0   0   0    0.750000    0.000000    0.750000

      80   0   0   0    1.000000    0.000000    0.750000

      81   0   0   0    0.000000    0.250000    0.750000

      82   0   0   0    0.250000    0.250000    0.750000

      83   0   0   0    0.500000    0.250000    0.750000

      84   0   0   0    0.750000    0.250000    0.750000

      85   0   0   0    1.000000    0.250000    0.750000

      86   0   0   0    0.000000    0.500000    0.750000

      87   0   0   0    0.250000    0.500000    0.750000

      88   0   0   0    0.500000    0.500000    0.750000

      89   0   0   0    0.750000    0.500000    0.750000

      90   0   0   0    1.000000    0.500000    0.750000

      91   0   0   0    0.000000    0.750000    0.750000

      92   0   0   0    0.250000    0.750000    0.750000

      93   0   0   0    0.500000    0.750000    0.750000

      94   0   0   0    0.750000    0.750000    0.750000

      95   0   0   0    1.000000    0.750000    0.750000

      96   0   0   0    0.000000    1.000000    0.750000

      97   0   0   0    0.250000    1.000000    0.750000

      98   0   0   0    0.500000    1.000000    0.750000

      99   0   0   0    0.750000    1.000000    0.750000

     100   0   0   0    1.000000    1.000000    0.750000

     101   0   0   0    0.000000    0.000000    1.000000

     102   0   0   0    0.250000    0.000000    1.000000

     103   0   0   0    0.500000    0.000000    1.000000

     104   0   0   0    0.750000    0.000000    1.000000

     105   0   0   0    1.000000    0.000000    1.000000

     106   0   0   0    0.000000    0.250000    1.000000

     107   0   0   0    0.250000    0.250000    1.000000

     108   0   0   0    0.500000    0.250000    1.000000

     109   0   0   0    0.750000    0.250000    1.000000

     110   0   0   0    1.000000    0.250000    1.000000

     111   0   0   0    0.000000    0.500000    1.000000

     112   0   0   0    0.250000    0.500000    1.000000

     113   0   0   0    0.500000    0.500000    1.000000

     114   0   0   0    0.750000    0.500000    1.000000

     115   0   0   0    1.000000    0.500000    1.000000

     116   0   0   0    0.000000    0.750000    1.000000

     117   0   0   0    0.250000    0.750000    1.000000

     118   0   0   0    0.500000    0.750000    1.000000

     119   0   0   0    0.750000    0.750000    1.000000

     120   0   0   0    1.000000    0.750000    1.000000

     121   0   0   0    0.000000    1.000000    1.000000

     122   0   0   0    0.250000    1.000000    1.000000

     123   0   0   0    0.500000    1.000000    1.000000

     124   0   0   0    0.750000    1.000000    1.000000

     125   0   0   0    1.000000    1.000000    1.000000



       1     100

      26   3         -304.687500

      27   3         -609.375000

      28   3         -609.375000

      29   3         -609.375000

      30   3         -304.687500

      31   3         -609.375000

      32   3        -1218.750000

      33   3        -1218.750000

      34   3        -1218.750000

      35   3         -609.375000

      36   3         -609.375000

      37   3        -1218.750000

      38   3        -1218.750000

      39   3        -1218.750000

      40   3         -609.375000

      41   3         -609.375000

      42   3        -1218.750000

      43   3        -1218.750000

      44   3        -1218.750000

      45   3         -609.375000

      46   3         -304.687500

      47   3         -609.375000

      48   3         -609.375000

      49   3         -609.375000

      50   3         -304.687500

      51   3         -304.687500

      52   3         -609.375000

      53   3         -609.375000

      54   3         -609.375000

      55   3         -304.687500

      56   3         -609.375000

      57   3        -1218.750000

      58   3        -1218.750000

      59   3        -1218.750000

      60   3         -609.375000

      61   3         -609.375000

      62   3        -1218.750000

      63   3        -1218.750000

      64   3        -1218.750000

      65   3         -609.375000

      66   3         -609.375000

      67   3        -1218.750000

      68   3        -1218.750000

      69   3        -1218.750000

      70   3         -609.375000

      71   3         -304.687500

      72   3         -609.375000

      73   3         -609.375000

      74   3         -609.375000

      75   3         -304.687500

      76   3         -304.687500

      77   3         -609.375000

      78   3         -609.375000

      79   3         -609.375000

      80   3         -304.687500

      81   3         -609.375000

      82   3        -1218.750000

      83   3        -1218.750000

      84   3        -1218.750000

      85   3         -609.375000

      86   3         -609.375000

      87   3        -1218.750000

      88   3        -1218.750000

      89   3        -1218.750000

      90   3         -609.375000

      91   3         -609.375000

      92   3        -1218.750000

      93   3        -1218.750000

      94   3        -1218.750000

      95   3         -609.375000

      96   3         -304.687500

      97   3         -609.375000

      98   3         -609.375000

      99   3         -609.375000

     100   3         -304.687500

     101   3         -152.343750

     102   3         -304.687500

     103   3         -304.687500

     104   3         -304.687500

     105   3         -152.343750

     106   3         -304.687500

     107   3         -609.375000

     108   3         -609.375000

     109   3         -609.375000

     110   3         -304.687500

     111   3         -304.687500

     112   3         -609.375000

     113   3         -609.375000

     114   3         -609.375000

     115   3         -304.687500

     116   3         -304.687500

     117   3         -609.375000

     118   3         -609.375000

     119   3         -609.375000

     120   3         -304.687500

     121   3         -152.343750

     122   3         -304.687500

     123   3         -304.687500

     124   3         -304.687500

     125   3         -152.343750

       2      64       1

       1 200000000000.000000      0.300000

       1       1       2       7       6      26      27      32      31       1

       2       2       3       8       7      27      28      33      32       1

       3       3       4       9       8      28      29      34      33       1

       4       4       5      10       9      29      30      35      34       1

       5       6       7      12      11      31      32      37      36       1

       6       7       8      13      12      32      33      38      37       1

       7       8       9      14      13      33      34      39      38       1

       8       9      10      15      14      34      35      40      39       1

       9      11      12      17      16      36      37      42      41       1

      10      12      13      18      17      37      38      43      42       1

      11      13      14      19      18      38      39      44      43       1

      12      14      15      20      19      39      40      45      44       1

      13      16      17      22      21      41      42      47      46       1

      14      17      18      23      22      42      43      48      47       1

      15      18      19      24      23      43      44      49      48       1

      16      19      20      25      24      44      45      50      49       1

      17      26      27      32      31      51      52      57      56       1

      18      27      28      33      32      52      53      58      57       1

      19      28      29      34      33      53      54      59      58       1

      20      29      30      35      34      54      55      60      59       1

      21      31      32      37      36      56      57      62      61       1

      22      32      33      38      37      57      58      63      62       1

      23      33      34      39      38      58      59      64      63       1

      24      34      35      40      39      59      60      65      64       1

      25      36      37      42      41      61      62      67      66       1

      26      37      38      43      42      62      63      68      67       1

      27      38      39      44      43      63      64      69      68       1

      28      39      40      45      44      64      65      70      69       1

      29      41      42      47      46      66      67      72      71       1

      30      42      43      48      47      67      68      73      72       1

      31      43      44      49      48      68      69      74      73       1

      32      44      45      50      49      69      70      75      74       1

      33      51      52      57      56      76      77      82      81       1

      34      52      53      58      57      77      78      83      82       1

      35      53      54      59      58      78      79      84      83       1

      36      54      55      60      59      79      80      85      84       1

      37      56      57      62      61      81      82      87      86       1

      38      57      58      63      62      82      83      88      87       1

      39      58      59      64      63      83      84      89      88       1

      40      59      60      65      64      84      85      90      89       1

      41      61      62      67      66      86      87      92      91       1

      42      62      63      68      67      87      88      93      92       1

      43      63      64      69      68      88      89      94      93       1

      44      64      65      70      69      89      90      95      94       1

      45      66      67      72      71      91      92      97      96       1

      46      67      68      73      72      92      93      98      97       1

      47      68      69      74      73      93      94      99      98       1

      48      69      70      75      74      94      95     100      99       1

      49      76      77      82      81     101     102     107     106       1

      50      77      78      83      82     102     103     108     107       1

      51      78      79      84      83     103     104     109     108       1

      52      79      80      85      84     104     105     110     109       1

      53      81      82      87      86     106     107     112     111       1

      54      82      83      88      87     107     108     113     112       1

      55      83      84      89      88     108     109     114     113       1

      56      84      85      90      89     109     110     115     114       1

      57      86      87      92      91     111     112     117     116       1

      58      87      88      93      92     112     113     118     117       1

      59      88      89      94      93     113     114     119     118       1

      60      89      90      95      94     114     115     120     119       1

      61      91      92      97      96     116     117     122     121       1

      62      92      93      98      97     117     118     123     122       1

      63      93      94      99      98     118     119     124     123       1

      64      94      95     100      99     119     120     125     124       1



